bill_id,date,chamber,sequence,action
1749588,2023-05-02,Senate,10,"In the Senate"
1749588,2023-05-09,Senate,11,"Referred to LABOR AND INDUSTRY"
1749597,2023-03-30,House,1,"Referred to HUMAN SERVICES"
1749608,2023-03-30,House,1,"Referred to TOURISM AND ECONOMIC AND RECREATIONAL DEVELOPMENT"
1749608,2023-05-03,House,2,"Reported as committed"
1749608,2023-06-28,House,3,"Laid on the table (Pursuant to House Rule 71)"
1749615,2023-03-30,House,1,"Referred to TRANSPORTATION"
1749615,2023-06-12,House,2,"Reported as committed"
1749615,2023-09-22,House,3,"Laid on the table (Pursuant to House Rule 71)"
1749624,2023-03-30,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1749633,2023-03-30,House,1,"Referred to HUMAN SERVICES"
1749638,2023-03-30,House,1,"Referred to TRANSPORTATION"
1749644,2023-03-30,House,1,"Referred to HUMAN SERVICES"
1749644,2023-04-26,House,2,"Reported as amended"
1749644,2023-05-03,House,3,"Adopted (201-0)"
1749654,2023-03-30,House,1,"Referred to TOURISM AND ECONOMIC AND RECREATIONAL DEVELOPMENT"
1749664,2023-03-30,House,1,"Referred to STATE GOVERNMENT"
1749670,2023-03-30,House,1,"Referred to HEALTH"
1749670,2023-05-22,House,2,"Reported as committed"
1749670,2023-06-29,House,3,"Laid on the table (Pursuant to House Rule 71)"
1749678,2023-03-30,House,1,"Referred to STATE GOVERNMENT"
1749686,2023-03-30,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1749907,2023-03-30,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1749907,2023-05-24,House,2,"Reported as committed"
1749907,2023-05-24,House,3,"First consideration"
1749907,2023-05-24,House,4,"Laid on the table"
1749907,2023-06-06,House,5,"Removed from table"
1749907,2023-06-07,House,6,"Second consideration"
1749907,2023-06-07,House,7,"Re-committed to APPROPRIATIONS"
1749907,2023-06-12,House,8,"Re-reported as committed"
1749907,2023-06-12,House,9,"Third consideration and final passage (103-100)"
1749907,2023-06-12,Senate,10,"In the Senate"
1749907,2023-06-26,Senate,11,"Referred to FINANCE"
1750042,2023-03-30,House,1,"Referred to TOURISM AND ECONOMIC AND RECREATIONAL DEVELOPMENT"
1750042,2023-05-03,House,2,"Reported as committed"
1750042,2023-06-27,House,3,"Adopted (202-1)"
1750178,2023-03-30,House,1,"Referred to FINANCE"
1750312,2023-03-30,House,1,"Referred to STATE GOVERNMENT"
1750447,2023-03-30,House,1,"Referred to STATE GOVERNMENT"
1750582,2023-03-30,House,1,"Referred to LOCAL GOVERNMENT"
1750582,2023-05-03,House,2,"Reported as committed"
1750582,2023-05-03,House,3,"First consideration"
1750582,2023-05-03,House,4,"Laid on the table"
1750582,2023-05-24,House,5,"Removed from table"
1750582,2023-06-05,House,6,"Second consideration"
1750582,2023-06-05,House,7,"Re-committed to APPROPRIATIONS"
1750582,2023-06-06,House,8,"Re-reported as committed"
1750582,2023-06-06,House,9,"Third consideration and final passage (125-78)"
1750582,2023-06-06,Senate,10,"In the Senate"
1750582,2023-06-06,Senate,11,"Referred to LOCAL GOVERNMENT"
1750728,2023-04-03,House,1,"Referred to STATE GOVERNMENT"
1750762,2023-04-03,House,1,"Referred to FINANCE"
1750803,2023-04-03,House,1,"Referred to EDUCATION"
1750842,2023-04-03,House,1,"Referred to TRANSPORTATION"
1750842,2023-04-24,House,2,"Reported as committed"
1750842,2023-04-24,House,3,"First consideration"
1750842,2023-04-24,House,4,"Laid on the table"
1750842,2023-05-03,House,5,"Removed from table"
1750842,2023-05-22,House,6,"Second consideration"
1750842,2023-05-22,House,7,"Re-committed to APPROPRIATIONS"
1750842,2023-05-23,House,8,"Re-reported as committed"
1750842,2023-05-23,House,9,"Third consideration and final passage (201-0)"
1750842,2023-05-23,Senate,10,"In the Senate"
1750842,2023-06-02,Senate,11,"Referred to TRANSPORTATION"
1750842,2023-06-27,Senate,12,"Reported as committed"
1750842,2023-06-27,Senate,13,"First consideration"
1750842,2023-06-28,Senate,14,"Second consideration"
1750842,2023-06-28,Senate,15,"Re-referred to APPROPRIATIONS"
1750842,2023-09-19,Senate,16,"Re-reported as amended"
1750842,2023-09-20,Senate,17,"Third consideration and final passage (45-2)"
1750842,2023-09-20,House,18,"In the House"
1750842,2023-09-22,House,19,"Referred to RULES"
1750842,2024-06-25,House,20,"Re-reported on concurrence, as committed"
1750842,2024-06-25,House,21,"House concurred in Senate amendments (202-0)"
1750842,2024-06-26,House,22,"Signed in House"
1750842,2024-06-26,House,23,"Signed in Senate"
1750842,2024-06-27,House,24,"Presented to the Governor"
1750842,2024-07-01,House,25,"Approved by the Governor"
1750842,2024-07-01,House,26,"Act No. 37 of 2024"
1750886,2023-03-30,Senate,1,"Referred to STATE GOVERNMENT"
1750926,2023-04-03,House,1,"Referred to JUDICIARY"
1750967,2023-04-03,House,1,"Referred to FINANCE"
1751004,2023-03-30,Senate,1,"Referred to RULES AND EXECUTIVE NOMINATIONS"
1751004,2023-06-07,Senate,2,"Reported as committed"
1751004,2023-06-07,Senate,3,"Adopted (50-0)"
1751047,2023-04-03,House,1,"Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES"
1751047,2023-06-21,House,2,"Reported as amended"
1751047,2023-06-21,House,3,"First consideration"
1751047,2023-06-21,House,4,"Re-committed to RULES"
1751047,2023-06-27,House,5,"Re-reported as committed"
1751047,2023-06-27,House,6,"Second consideration, with amendments"
1751047,2023-06-27,House,7,"Re-committed to APPROPRIATIONS"
1751047,2023-06-28,House,8,"Re-reported as committed"
1751047,2023-06-28,House,9,"Third consideration and final passage (119-84)"
1751047,2023-06-28,Senate,10,"In the Senate"
1751047,2023-07-17,Senate,11,"Referred to CONSUMER PROTECTION AND PROFESSIONAL LICENSURE"
1751674,2023-04-03,House,1,"Referred to HEALTH"
1751681,2023-04-03,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1751692,2023-04-03,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1751701,2023-04-03,House,1,"Referred to HEALTH"
1751701,2023-06-14,House,2,"Reported as committed"
1751701,2023-06-14,House,3,"First consideration"
1751701,2023-06-14,House,4,"Re-committed to RULES"
1751701,2023-06-28,House,5,"Re-reported as committed"
1751701,2023-06-28,House,6,"Second consideration"
1751701,2023-06-28,House,7,"Re-committed to APPROPRIATIONS"
1751701,2023-06-29,House,8,"Re-reported as committed"
1751701,2023-06-29,House,9,"Third consideration and final passage (106-97)"
1751701,2023-06-29,Senate,10,"In the Senate"
1751701,2023-07-11,Senate,11,"Referred to HEALTH AND HUMAN SERVICES"
1751714,2023-04-03,House,1,"Referred to JUDICIARY"
1751723,2023-04-03,House,1,"Referred to TRANSPORTATION"
1751732,2023-04-03,House,1,"Referred to STATE GOVERNMENT"
1751743,2023-04-03,House,1,"Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS"
1751743,2023-04-26,House,2,"Reported with request to re-refer to EDUCATION"
1751743,2023-04-26,House,3,"Re-referred to EDUCATION"
1751743,2023-05-22,House,4,"Reported as committed"
1751743,2023-05-22,House,5,"First consideration"
1751743,2023-05-22,House,6,"Laid on the table"
1751743,2023-05-22,House,7,"Removed from table"
1751743,2023-05-23,House,8,"Second consideration, with amendments"
1751743,2023-05-23,House,9,"Re-committed to APPROPRIATIONS"
1751743,2023-05-24,House,10,"Re-reported as committed"
1751743,2023-05-24,House,11,"Third consideration and final passage (201-0)"
1751743,2023-05-24,Senate,12,"In the Senate"
1751743,2023-06-05,Senate,13,"Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS"
1751743,2023-06-26,Senate,14,"Reported as committed"
1751743,2023-06-26,Senate,15,"First consideration"
1751743,2023-06-27,Senate,16,"Second consideration, *opening vote* June 27, 2023 (49-0)"
1751743,2023-06-28,Senate,17,"Re-referred to APPROPRIATIONS"
1751743,2023-06-28,Senate,18,"Re-reported as committed"
1751743,2023-10-04,Senate,19,"Third consideration and final passage (50-0)"
1751743,2023-10-05,Senate,20,"Signed in House"
1751743,2023-10-16,Senate,21,"Signed in Senate"
1751743,2023-10-17,Senate,22,"Presented to the Governor"
1751743,2023-10-23,Senate,23,"Approved by the Governor"
1751743,2023-10-23,Senate,24,"Act No. 14 of 2023"
1751755,2023-04-04,House,1,"Referred to JUDICIARY"
1751764,2023-04-03,House,1,"Referred to HUMAN SERVICES"
1751780,2023-04-03,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1751788,2023-04-03,House,1,"Referred to EDUCATION"
1751799,2023-04-03,House,1,"Referred to EDUCATION"
1751810,2023-04-03,House,1,"Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES"
1751820,2023-04-04,House,1,"Referred to PROFESSIONAL LICENSURE"
1751831,2023-03-31,Senate,1,"Referred to BANKING AND INSURANCE"
1751842,2023-04-04,House,1,"Referred to INSURANCE"
1751850,2023-04-03,House,1,"Referred to LOCAL GOVERNMENT"
1751862,2023-04-03,House,1,"Referred to STATE GOVERNMENT"
1752037,2023-04-03,House,1,"Referred to HEALTH"
1752037,2023-06-14,House,2,"Reported as amended"
1752037,2023-06-14,House,3,"First consideration"
1752037,2023-06-14,House,4,"Re-committed to RULES"
1752037,2023-06-26,House,5,"Re-reported as committed"
1752037,2023-06-26,House,6,"Second consideration, with amendments"
1752037,2023-06-26,House,7,"Re-committed to APPROPRIATIONS"
1752037,2023-06-27,House,8,"Re-reported as committed"
1752037,2023-06-27,House,9,"Third consideration and final passage (102-101)"
1752037,2023-06-27,Senate,10,"In the Senate"
1752037,2023-07-06,Senate,11,"Referred to CONSUMER PROTECTION AND PROFESSIONAL LICENSURE"
1752045,2023-04-03,House,1,"Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS"
1752054,2023-04-03,House,1,"Referred to JUDICIARY"
1752067,2023-04-03,House,1,"Referred to STATE GOVERNMENT"
1752067,2023-04-24,House,2,"Reported as committed"
1752067,2023-04-24,House,3,"First consideration"
1752067,2023-04-24,House,4,"Laid on the table"
1752067,2023-05-24,House,5,"Removed from table"
1752067,2023-06-05,House,6,"Second consideration"
1752067,2023-06-05,House,7,"Re-committed to APPROPRIATIONS"
1752067,2023-06-06,House,8,"Re-reported as committed"
1752067,2023-06-06,House,9,"Third consideration and final passage (102-101)"
1752067,2023-06-06,Senate,10,"In the Senate"
1752067,2023-06-06,Senate,11,"Referred to STATE GOVERNMENT"
1752077,2023-04-03,House,1,"Referred to TRANSPORTATION"
1752087,2023-04-03,House,1,"Referred to INSURANCE"
1752096,2023-04-03,House,1,"Referred to EDUCATION"
1752107,2023-04-03,House,1,"Referred to TRANSPORTATION"
1752117,2023-04-03,House,1,"Referred to HUMAN SERVICES"
1752130,2023-04-03,House,1,"Referred to LABOR AND INDUSTRY"
1752130,2023-05-23,House,2,"Reported as committed"
1752130,2023-06-05,House,3,"Adopted (139-64)"
1752139,2023-04-03,House,1,"Referred to CHILDREN AND YOUTH"
1752147,2023-04-03,House,1,"Referred to TRANSPORTATION"
1752147,2024-03-18,House,2,"Reported as amended"
1752147,2024-03-18,House,3,"First consideration"
1752147,2024-03-18,House,4,"Laid on the table"
1752147,2024-04-08,House,5,"Removed from table"
1752147,2024-04-09,House,6,"Second consideration"
1752147,2024-04-09,House,7,"Re-committed to APPROPRIATIONS"
1752147,2024-04-10,House,8,"Re-reported as committed"
1752147,2024-04-10,House,9,"Third consideration and final passage (200-0)"
1752147,2024-04-10,Senate,10,"In the Senate"
1752147,2024-04-22,Senate,11,"Referred to TRANSPORTATION"
1752147,2024-06-26,Senate,12,"Reported as committed"
1752147,2024-06-26,Senate,13,"First consideration"
1752147,2024-06-27,Senate,14,"Second consideration"
1752147,2024-07-02,Senate,15,"Re-referred to APPROPRIATIONS"
1752147,2024-07-02,Senate,16,"Re-reported as committed"
1752147,2024-07-02,Senate,17,"Third consideration and final passage (50-0)"
1752147,2024-07-03,Senate,18,"Signed in House"
1752147,2024-07-03,Senate,19,"Signed in Senate"
1752147,2024-07-03,Senate,20,"Presented to the Governor"
1752147,2024-07-08,Senate,21,"Approved by the Governor"
1752147,2024-07-08,Senate,22,"Act No. 43 of 2024"
1752158,2023-04-03,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1752158,2023-04-21,House,2,"Reported as committed"
1752158,2023-04-25,House,3,"Adopted (201-0)"
1752168,2023-04-03,House,1,"Referred to HUMAN SERVICES"
1752178,2023-04-03,House,1,"Referred to TRANSPORTATION"
1752178,2023-10-16,House,2,"Reported as amended"
1752178,2023-10-16,House,3,"First consideration"
1752178,2023-10-16,House,4,"Laid on the table"
1752178,2023-10-17,House,5,"Removed from table"
1752178,2023-10-18,House,6,"Second consideration"
1752178,2023-10-18,House,7,"Re-committed to APPROPRIATIONS"
1752178,2023-10-30,House,8,"Re-reported as committed"
1752178,2023-10-30,House,9,"Third consideration and final passage (202-0)"
1752178,2023-10-30,Senate,10,"In the Senate"
1752178,2023-10-31,Senate,11,"Referred to TRANSPORTATION"
1752188,2023-04-03,House,1,"Referred to COMMERCE"
1752200,2023-04-03,House,1,"Referred to HEALTH"
1752200,2023-06-14,House,2,"Reported as committed"
1752200,2023-06-14,House,3,"First consideration"
1752200,2023-06-14,House,4,"Re-committed to RULES"
1752200,2023-06-26,House,5,"Re-reported as committed"
1752200,2023-06-26,House,6,"Second consideration"
1752200,2023-06-26,House,7,"Re-committed to APPROPRIATIONS"
1752200,2023-06-27,House,8,"Re-reported as committed"
1752200,2023-06-27,House,9,"Third consideration and final passage (102-101)"
1752200,2023-06-27,Senate,10,"In the Senate"
1752200,2023-07-06,Senate,11,"Referred to CONSUMER PROTECTION AND PROFESSIONAL LICENSURE"
1752208,2023-04-03,House,1,"Referred to HEALTH"
1752228,2023-04-03,House,1,"Referred to STATE GOVERNMENT"
1752228,2023-06-05,House,2,"Reported as committed"
1752228,2023-07-06,House,3,"Laid on the table (Pursuant to House Rule 71)"
1752461,2023-04-03,House,1,"Referred to EDUCATION"
1752719,2023-04-04,House,1,"Referred to LABOR AND INDUSTRY"
1752726,2023-04-04,House,1,"Referred to STATE GOVERNMENT"
1752737,2023-04-04,House,1,"Referred to JUDICIARY"
1752747,2023-04-04,House,1,"Referred to GAME AND FISHERIES"
1752758,2023-04-04,House,1,"Referred to LIQUOR CONTROL"
1752758,2023-04-26,House,2,"Reported as amended"
1752758,2023-04-26,House,3,"First consideration"
1752758,2023-04-26,House,4,"Laid on the table"
1752758,2023-05-01,House,5,"Removed from table"
1752758,2023-05-02,House,6,"Second consideration"
1752758,2023-05-02,House,7,"Re-committed to APPROPRIATIONS"
1752758,2023-05-03,House,8,"Re-reported as committed"
1752758,2023-05-03,House,9,"Third consideration and final passage (199-2)"
1752758,2023-05-03,Senate,10,"In the Senate"
1752758,2023-05-05,Senate,11,"Referred to LAW AND JUSTICE"
1752758,2024-06-26,Senate,12,"Reported as amended"
1752758,2024-06-26,Senate,13,"First consideration"
1752758,2024-06-27,Senate,14,"Second consideration, with amendments (47-2)"
1752758,2024-06-27,Senate,15,"Re-referred to APPROPRIATIONS"
1752758,2024-07-01,Senate,16,"Re-reported as committed"
1752758,2024-07-02,Senate,17,"Third consideration and final passage (47-3)"
1752758,2024-07-02,House,18,"In the House"
1752758,2024-07-02,House,19,"Referred to RULES"
1752758,2024-07-03,House,20,"Re-reported on concurrence, as committed"
1752758,2024-07-03,House,21,"House concurred in Senate amendments (202-0)"
1752758,2024-07-03,House,22,"Signed in House"
1752758,2024-07-08,House,23,"Signed in Senate"
1752758,2024-07-09,House,24,"Presented to the Governor"
1752758,2024-07-15,House,25,"Approved by the Governor"
1752758,2024-07-15,House,26,"Act No. 57 of 2024"
1752766,2023-04-04,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1752776,2023-04-04,House,1,"Referred to AGRICULTURE AND RURAL AFFAIRS"
1752786,2023-04-04,House,1,"Referred to LABOR AND INDUSTRY"
1752799,2023-04-04,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1752809,2023-04-04,House,1,"Referred to LABOR AND INDUSTRY"
1752819,2023-04-04,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1752828,2023-04-04,House,1,"Referred to JUDICIARY"
1752839,2023-04-04,House,1,"Referred to JUDICIARY"
1752839,2023-06-21,House,2,"Reported as committed"
1752839,2023-06-21,House,3,"First consideration"
1752839,2023-06-21,House,4,"Re-committed to RULES"
1752839,2023-06-29,House,5,"Re-reported as committed"
1752839,2023-06-29,House,6,"Second consideration, with amendments"
1752839,2023-06-29,House,7,"Re-committed to APPROPRIATIONS"
1752839,2023-07-06,House,8,"Re-reported as committed"
1752839,2023-07-06,House,9,"Third consideration and final passage (102-101)"
1752839,2023-07-06,Senate,10,"In the Senate"
1752839,2023-07-27,Senate,11,"Referred to JUDICIARY"
1752848,2023-04-04,House,1,"Referred to JUDICIARY"
1752987,2023-04-04,Senate,1,"Referred to LAW AND JUSTICE"
1752987,2023-06-21,Senate,2,"Reported as amended"
1752987,2023-06-21,Senate,3,"First consideration"
1752987,2023-06-22,Senate,4,"Second consideration"
1752987,2023-06-26,Senate,5,"Re-referred to APPROPRIATIONS"
1753056,2023-04-10,House,1,"Referred to COMMERCE"
1753056,2023-10-18,House,2,"Reported as amended"
1753056,2023-10-18,House,3,"First consideration"
1753056,2023-10-18,House,4,"Laid on the table"
1753056,2023-10-30,House,5,"Removed from table"
1753056,2023-10-31,House,6,"Second consideration"
1753056,2023-10-31,House,7,"Re-committed to APPROPRIATIONS"
1753056,2023-11-13,House,8,"Re-reported as committed"
1753056,2023-11-13,House,9,"Third consideration and final passage (102-101)"
1753056,2023-11-13,Senate,10,"In the Senate"
1753056,2023-11-28,Senate,11,"Referred to FINANCE"
1753135,2023-04-10,House,1,"Referred to AGRICULTURE AND RURAL AFFAIRS"
1753145,2023-04-10,House,1,"Referred to HUMAN SERVICES"
1753163,2023-04-10,House,1,"Referred to EDUCATION"
1753181,2023-04-10,House,1,"Referred to STATE GOVERNMENT"
1753181,2023-04-24,House,2,"Reported as amended"
1753181,2023-04-24,House,3,"First consideration"
1753181,2023-04-24,House,4,"Laid on the table"
1753181,2024-04-29,House,5,"Removed from table"
1753181,2024-04-30,House,6,"Second consideration, with amendments"
1753181,2024-04-30,House,7,"Re-committed to APPROPRIATIONS"
1753181,2024-05-01,House,8,"Re-reported as committed"
1753181,2024-05-01,House,9,"Third consideration and final passage (102-99)"
1753181,2024-05-01,Senate,10,"In the Senate"
1753181,2024-05-17,Senate,11,"Referred to STATE GOVERNMENT"
1753197,2023-04-10,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1753197,2023-06-13,House,2,"Reported as amended"
1753197,2023-06-26,House,3,"Adopted (110-93)"
1753331,2023-04-10,House,1,"Referred to LOCAL GOVERNMENT"
1753336,2023-04-10,House,1,"Referred to AGRICULTURE AND RURAL AFFAIRS"
1753342,2023-04-10,House,1,"Referred to STATE GOVERNMENT"
1753351,2023-04-10,House,1,"Referred to EDUCATION"
1753358,2023-04-10,House,1,"Referred to TRANSPORTATION"
1753364,2023-04-10,House,1,"Referred to JUDICIARY"
1753364,2023-10-04,House,2,"Reported as amended"
1753364,2023-10-04,House,3,"First consideration"
1753364,2023-10-04,House,4,"Laid on the table"
1753364,2023-10-31,House,5,"Removed from table"
1753364,2023-11-13,House,6,"Second consideration, with amendments"
1753364,2023-11-13,House,7,"Re-committed to APPROPRIATIONS"
1753364,2023-11-14,House,8,"Re-reported as committed"
1753364,2023-11-14,House,9,"Third consideration and final passage (115-88)"
1753364,2023-11-14,Senate,10,"In the Senate"
1753364,2023-11-28,Senate,11,"Referred to LAW AND JUSTICE"
1753364,2023-12-11,Senate,12,"Reported as amended"
1753364,2023-12-11,Senate,13,"First consideration"
1753364,2023-12-12,Senate,14,"Second consideration"
1753364,2023-12-13,Senate,15,"Third consideration and final passage (50-0)"
1753364,2023-12-13,House,16,"In the House"
1753364,2023-12-13,House,17,"Referred to RULES"
1753364,2023-12-13,House,18,"Re-reported on concurrence, as committed"
1753364,2023-12-13,House,19,"House concurred in Senate amendments (118-85)"
1753364,2023-12-13,House,20,"Signed in House"
1753364,2023-12-13,House,21,"Signed in Senate"
1753364,2023-12-14,House,22,"Presented to the Governor"
1753364,2023-12-14,House,23,"Approved by the Governor"
1753364,2023-12-14,House,24,"Act No. 37 of 2023"
1753374,2023-04-10,House,1,"Referred to HUMAN SERVICES"
1753374,2023-06-22,House,2,"Reported as amended"
1753374,2023-06-22,House,3,"First consideration"
1753374,2023-06-22,House,4,"Re-committed to RULES"
1753374,2023-06-27,House,5,"Re-reported as committed"
1753374,2023-06-27,House,6,"Second consideration"
1753374,2023-06-27,House,7,"Re-committed to APPROPRIATIONS"
1753374,2023-06-28,House,8,"Re-reported as committed"
1753374,2023-06-28,House,9,"Third consideration and final passage (131-72)"
1753374,2023-06-28,Senate,10,"In the Senate"
1753374,2023-07-13,Senate,11,"Referred to HEALTH AND HUMAN SERVICES"
1753374,2024-07-03,Senate,12,"Reported as amended"
1753374,2024-07-03,Senate,13,"First consideration"
1753374,2024-07-08,Senate,14,"Second consideration"
1753374,2024-07-08,Senate,15,"Re-referred to APPROPRIATIONS"
1753381,2023-04-10,House,1,"Referred to FINANCE"
1753389,2023-04-10,House,1,"Referred to STATE GOVERNMENT"
1753395,2023-04-10,House,1,"Referred to FINANCE"
1753404,2023-04-10,House,1,"Referred to STATE GOVERNMENT"
1753413,2023-04-10,House,1,"Referred to HUMAN SERVICES"
1753420,2023-04-10,House,1,"Referred to HEALTH"
1753427,2023-04-10,House,1,"Referred to FINANCE"
1753440,2023-04-10,House,1,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY"
1753448,2023-04-10,House,1,"Referred to HEALTH"
1753453,2023-04-10,House,1,"Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES"
1753461,2023-04-10,House,1,"Referred to LABOR AND INDUSTRY"
1753470,2023-04-10,House,1,"Referred to AGRICULTURE AND RURAL AFFAIRS"
1753476,2023-04-10,House,1,"Referred to HUMAN SERVICES"
1753482,2023-04-10,House,1,"Referred to LABOR AND INDUSTRY"
1753489,2023-04-10,House,1,"Referred to EDUCATION"
1753489,2024-05-07,House,2,"Reported as amended"
1753489,2024-05-07,House,3,"First consideration"
1753489,2024-05-07,House,4,"Laid on the table"
1753489,2024-05-22,House,5,"Removed from table"
1753489,2024-06-03,House,6,"Second consideration"
1753489,2024-06-03,House,7,"Re-committed to APPROPRIATIONS"
1753489,2024-06-04,House,8,"Re-reported as committed"
1753489,2024-06-04,House,9,"Third consideration and final passage (117-85)"
1753489,2024-06-04,Senate,10,"In the Senate"
1753489,2024-06-07,Senate,11,"Referred to EDUCATION"
1753499,2023-04-10,House,1,"Referred to INSURANCE"
1753505,2023-04-10,House,1,"Referred to HEALTH"
1753513,2023-04-10,House,1,"Referred to HUMAN SERVICES"
1753513,2023-05-23,House,2,"Reported as amended"
1753513,2023-05-23,House,3,"First consideration"
1753513,2023-05-23,House,4,"Laid on the table"
1753513,2023-06-05,House,5,"Removed from table"
1753513,2023-06-06,House,6,"Second consideration, with amendments"
1753513,2023-06-06,House,7,"Re-committed to APPROPRIATIONS"
1753513,2023-06-07,House,8,"Re-reported as committed"
1753513,2023-06-07,House,9,"Third consideration and final passage (173-30)"
1753513,2023-06-07,Senate,10,"In the Senate"
1753513,2023-06-14,Senate,11,"Referred to HEALTH AND HUMAN SERVICES"
1753522,2023-04-10,House,1,"Referred to HOUSING AND COMMUNITY DEVELOPMENT"
1753522,2023-06-26,House,2,"Reported as amended"
1753522,2023-06-26,House,3,"First consideration"
1753522,2023-06-26,House,4,"Re-committed to RULES"
1753522,2023-07-06,House,5,"Re-reported as committed"
1753522,2023-07-06,House,6,"Second consideration"
1753522,2023-07-06,House,7,"Re-committed to APPROPRIATIONS"
1753522,2023-07-07,House,8,"Re-reported as committed"
1753522,2023-07-07,House,9,"Third consideration and final passage (124-79)"
1753522,2023-07-07,Senate,10,"In the Senate"
1753522,2023-08-01,Senate,11,"Referred to LOCAL GOVERNMENT"
1753529,2023-04-10,House,1,"Referred to TRANSPORTATION"
1753693,2023-04-10,House,1,"Referred to FINANCE"
1753739,2023-04-10,House,1,"Referred to STATE GOVERNMENT"
1753739,2023-06-05,House,2,"Reported as committed"
1753739,2023-07-06,House,3,"Laid on the table (Pursuant to House Rule 71)"
1753739,2023-12-12,House,4,"Removed from table"
1753739,2024-04-17,House,5,"Laid on the table (Pursuant to House Rule 71)"
1753758,2023-04-10,House,1,"Referred to EDUCATION"
1753767,2023-04-10,House,1,"Referred to STATE GOVERNMENT"
1753781,2023-04-10,House,1,"Referred to STATE GOVERNMENT"
1753791,2023-04-10,House,1,"Referred to FINANCE"
1753805,2023-04-10,House,1,"Referred to STATE GOVERNMENT"
1753819,2023-04-10,House,1,"Referred to TRANSPORTATION"
1753829,2023-04-10,House,1,"Referred to INSURANCE"
1753841,2023-04-10,House,1,"Referred to TRANSPORTATION"
1753857,2023-04-10,House,1,"Referred to LABOR AND INDUSTRY"
1753869,2023-04-10,House,1,"Referred to HUMAN SERVICES"
1753869,2023-07-05,House,2,"Reported as committed"
1753869,2023-07-05,House,3,"First consideration"
1753869,2023-07-05,House,4,"Re-committed to RULES"
1753869,2023-09-22,House,5,"Re-reported as committed"
1753869,2023-09-22,House,6,"Laid on the table"
1753869,2023-09-22,House,7,"Removed from table"
1753869,2023-09-22,House,8,"Re-committed to RULES"
1753869,2023-10-03,House,9,"Re-reported as committed"
1753869,2023-12-12,House,10,"Laid on the table (Pursuant to House Rule 71)"
1753880,2023-04-10,House,1,"Referred to LIQUOR CONTROL"
1753892,2023-04-10,House,1,"Referred to GAME AND FISHERIES"
1753892,2023-04-25,House,2,"Reported as committed"
1753892,2023-04-25,House,3,"First consideration"
1753892,2023-04-25,House,4,"Laid on the table"
1753892,2023-05-03,House,5,"Removed from table"
1753892,2023-05-22,House,6,"Second consideration"
1753892,2023-05-22,House,7,"Re-committed to APPROPRIATIONS"
1753892,2023-05-23,House,8,"Re-reported as committed"
1753892,2023-05-23,House,9,"Third consideration and final passage (201-0)"
1753892,2023-05-23,Senate,10,"In the Senate"
1753892,2023-06-02,Senate,11,"Referred to GAME AND FISHERIES"
1753906,2023-04-10,House,1,"Referred to EDUCATION"
1753917,2023-04-10,House,1,"Referred to EDUCATION"
1753929,2023-04-10,House,1,"Referred to LABOR AND INDUSTRY"
1753941,2023-04-10,House,1,"Referred to LABOR AND INDUSTRY"
1753953,2023-04-10,House,1,"Referred to EDUCATION"
1754181,2023-04-10,Senate,1,"Referred to TRANSPORTATION"
1754181,2023-05-10,Senate,2,"Reported as amended"
1754181,2023-05-10,Senate,3,"First consideration"
1754181,2023-06-06,Senate,4,"Second consideration"
1754181,2023-06-21,Senate,5,"Amended on third consideration (48-2)"
1754181,2023-06-22,Senate,6,"Re-referred to APPROPRIATIONS"
1754181,2023-06-22,Senate,7,"Re-reported as committed"
1754181,2023-06-22,Senate,8,"Third consideration and final passage (37-11)"
1754181,2023-06-22,House,9,"In the House"
1754181,2023-06-23,House,10,"Referred to TRANSPORTATION"
1754181,2024-03-26,House,11,"Reported as amended"
1754181,2024-03-26,House,12,"First consideration"
1754181,2024-03-26,House,13,"Laid on the table"
1754181,2024-03-26,House,14,"Removed from table"
1754181,2024-04-08,House,15,"Second consideration"
1754181,2024-04-08,House,16,"Re-referred to APPROPRIATIONS"
1754181,2024-04-09,House,17,"Re-reported as committed"
1754181,2024-04-09,House,18,"Third consideration and final passage (124-77)"
1754181,2024-04-09,Senate,19,"In the Senate"
1754181,2024-04-09,Senate,20,"Referred to RULES AND EXECUTIVE NOMINATIONS"
