bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1754181,1440525,2024-05-07,Senate,"Senate Floor: SB 37 PN 1588, Concurrence in House Amendments as Amended",37,13,0,0,50
1754181,1440526,2024-05-08,House,"House Rules: Re-report Bill As Committed",32,0,1,0,33
1754181,1441035,2024-05-08,House,"House Floor: SB 37 PN 1588, CONCURRENCE",126,74,0,2,202
1754327,1330801,2023-05-23,House,"House Veterans Affairs And Emergency Preparedness: Adopt Amendment A00553",21,0,0,0,21
1754327,1330802,2023-05-23,House,"House Veterans Affairs And Emergency Preparedness: Report Bill As Amended",21,0,0,0,21
1754327,1343289,2023-06-13,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1754327,1343642,2023-06-13,House,"House Floor: HB 892 PN 1302, FINAL PASSAGE",203,0,0,0,203
1754601,1343494,2023-06-13,House,"House Education: Report Bill As Committed",18,3,0,0,21
1754601,1345985,2023-06-21,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1754601,1346439,2023-06-22,House,"House Floor: HB 897 PN 895, 2023 A1097",203,0,0,0,203
1754601,1347432,2023-06-26,House,"House Floor: HB 897 PN 1676, FINAL PASSAGE",203,0,0,0,203
1754601,1347433,2023-06-26,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1754601,1460954,2024-06-27,Senate,"Senate Education: Reported as Amended",11,0,0,0,11
1754601,1460955,2024-06-27,Senate,"Senate Education: Adopt Amendment A05256",11,0,0,0,11
1754601,1462984,2024-07-11,Senate,"Senate Appropriations: Adopt Amendment A05536",23,0,1,0,24
1754601,1462985,2024-07-11,Senate,"Senate Appropriations: Re-Reported as Amended",23,0,1,0,24
1754601,1463040,2024-07-11,House,"House Floor: HB 897 PN , MOTION TO PROCEED BRADFORD",173,29,0,1,203
1754601,1463041,2024-07-11,House,"House Floor: HB 897 PN 3505, CONCURRENCE",187,15,0,1,203
1754601,1463042,2024-07-11,Senate,"Senate Floor: HB 897 PN 3505, Final Passage",46,3,0,1,50
1754601,1463043,2024-07-11,House,"House Rules: Report Bill As Committed",18,15,0,0,33
1754614,1303785,2023-04-18,House,"House Judiciary: Report Bill As Amended",21,0,0,0,21
1754614,1303786,2023-04-18,House,"House Judiciary: Adopt Amendment A00209",21,0,0,0,21
1754614,1343654,2023-06-13,House,"House Floor: HB 900 PN 959, FINAL PASSAGE",203,0,0,0,203
1754614,1343655,2023-06-13,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1754614,1362259,2023-12-11,Senate,"Senate Judiciary: Reported as Amended",13,0,1,0,14
1754614,1362260,2023-12-11,Senate,"Senate Judiciary: Adopt Amendment A03225",13,0,1,0,14
1754614,1362423,2023-12-12,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1754614,1362611,2023-12-13,House,"House Floor: HB 900 PN 2406, CONCURRENCE",203,0,0,0,203
1754614,1362612,2023-12-13,Senate,"Senate Floor: HB 900 PN 2406, Final Passage",50,0,0,0,50
1754614,1362613,2023-12-13,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1754709,1310728,2023-04-26,House,"House Veterans Affairs And Emergency Preparedness: Report Bill As Committed",21,0,0,0,21
1754709,1317455,2023-05-03,House,"House Floor: HR 71 PN 890",201,0,0,0,201
1754946,1349857,2023-07-06,House,"House Judiciary: Re-refer Bill To Another Committee",21,0,0,0,21
1754946,1356779,2023-10-31,House,"House State Government: Report Bill As Amended",23,2,0,0,25
1754946,1356780,2023-10-31,House,"House State Government: Adopt Amendment A01957",25,0,0,0,25
1754946,1357696,2023-11-15,House,"House Floor: HB 908 PN 2232, 2023 A2923",192,11,0,0,203
1754946,1362294,2023-12-11,House,"House Floor: HB 908 PN 2322, FINAL PASSAGE",166,37,0,0,203
1754946,1362295,2023-12-11,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1754954,1340610,2023-06-07,House,"House Judiciary: Adopt Amendment A00738",21,0,0,0,21
1754954,1340611,2023-06-07,House,"House Judiciary: Report Bill As Amended",12,9,0,0,21
1755054,1356304,2023-10-18,House,"House Local Government: Report Bill As Committed",14,11,0,0,25
1755063,1415682,2024-03-26,House,"House Environmental Resources And Energy: Re-refer Bill To Another Committee",25,0,0,0,25
1755074,1308180,2023-04-24,House,"House Judiciary: Report Bill As Committed",21,0,0,0,21
1755074,1317838,2023-05-03,House,"House Floor: HB 917 PN 905, 2023 A443",201,0,0,0,201
1755074,1329837,2023-05-22,House,"House Floor: HB 917 PN 1151, FINAL PASSAGE",201,0,0,0,201
1755074,1329838,2023-05-22,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1755074,1357592,2023-11-14,Senate,"Senate Judiciary: Reported as Amended",14,0,0,0,14
1755074,1357593,2023-11-14,Senate,"Senate Judiciary: Adopt Amendment A02925",14,0,0,0,14
1755074,1421892,2024-04-08,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1755074,1423145,2024-04-09,Senate,"Senate Floor: HB 917 PN 2874, Final Passage",50,0,0,0,50
1755074,1424047,2024-04-10,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1755074,1424472,2024-04-10,House,"House Floor: HB 917 PN 2874, CONCURRENCE",200,0,0,2,202
1755146,1309575,2023-04-25,House,"House Consumer Protection, Technology And Utilities: Re-refer Bill To Another Committee",21,0,0,0,21
1755156,1317895,2023-05-03,House,"House Commerce: Bring Up The Bill For Consideration",21,0,0,0,21
1755156,1317896,2023-05-03,House,"House Commerce: Adopt Amendment",21,0,0,0,21
1755156,1317897,2023-05-03,House,"House Commerce: Adopt Amendment",21,0,0,0,21
1755156,1317898,2023-05-03,House,"House Commerce: Report Bill As Amended",21,0,0,0,21
1755156,1331467,2023-05-23,House,"House Floor: HB 922 PN 1138, 2023 A516",99,102,0,0,201
1755156,1331468,2023-05-23,House,"House Floor: HB 922 PN 1138, 2023 A562",100,101,0,0,201
1755156,1331730,2023-05-24,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1755156,1332404,2023-05-24,House,"House Floor: HB 922 PN 1138, FINAL PASSAGE",119,82,0,0,201
1755185,1355287,2023-09-27,House,"House Judiciary: Report Bill As Committed",14,11,0,0,25
1755309,1308262,2023-04-24,House,"House Labor And Industry: Adopt Amendment A00230",9,12,0,0,21
1755309,1308263,2023-04-24,House,"House Labor And Industry: Adopt Amendment A00259",21,0,0,0,21
1755309,1308264,2023-04-24,House,"House Labor And Industry: Adopt Amendment A00224",9,12,0,0,21
1755309,1308265,2023-04-24,House,"House Labor And Industry: Adopt Amendment A00226",9,12,0,0,21
1755309,1308266,2023-04-24,House,"House Labor And Industry: Report Bill As Amended",12,9,0,0,21
1755309,1315310,2023-05-01,House,"House Floor: HB 930 PN 964, 2023 A310",92,109,0,0,201
1755309,1315311,2023-05-01,House,"House Floor: HB 930 PN 964, 2023 A309",86,115,0,0,201
1755309,1316062,2023-05-02,House,"House Appropriations: Re-report Bill As Committed",22,1,14,0,37
1755309,1316722,2023-05-02,House,"House Floor: HB 930 PN 964, FINAL PASSAGE",112,88,0,1,201
1755439,1330622,2023-05-23,House,"House Human Services: Adopt Amendment",20,0,0,0,20
1755439,1330623,2023-05-23,House,"House Human Services: Report Bill As Amended",21,0,0,0,21
1755499,1456564,2024-06-12,House,"House Health: Report Bill As Committed",24,0,0,0,24
1755508,1329797,2023-05-22,House,"House Health: Report Bill As Committed",21,0,0,0,21
1755517,1339374,2023-06-05,House,"House State Government: Report Bill As Amended",12,9,0,0,21
1755517,1339375,2023-06-05,House,"House State Government: Adopt Amendment A00471",12,9,0,0,21
1755517,1362640,2023-12-13,House,"House Floor: HR 75 PN 1444",202,1,0,0,203
1755621,1338752,2023-06-05,House,"House Aging And Older Adult Services: Report Bill As Committed",21,0,0,0,21
1755621,1345253,2023-06-20,House,"House Floor: HR 77 PN 946",202,1,0,0,203
1755726,1357525,2023-11-14,House,"House Judiciary: Adopt Amendment A02919",25,0,0,0,25
1755726,1357526,2023-11-14,House,"House Judiciary: Report Bill As Amended",14,11,0,0,25
1755739,1308394,2023-04-24,House,"House Judiciary: Adopt Amendment A00287",12,9,0,0,21
1755739,1308396,2023-04-24,House,"House Judiciary: Report Bill As Amended",12,9,0,0,21
1755739,1315411,2023-05-01,House,"House Appropriations: Re-report Bill As Amended",22,15,0,0,37
1755739,1316138,2023-05-01,House,"House Appropriations: Adopt Amendment A00391",22,15,0,0,37
1755739,1316139,2023-05-01,House,"House Appropriations: Adopt Amendment A00393",22,15,0,0,37
1755739,1316140,2023-05-02,House,"House Floor: HB 300 PN 1020, MOTION TO OBJECT TO COMMITTEE REPORT",101,100,0,0,201
1755739,1316752,2023-05-02,House,"House Floor: HB 300 PN 1135, FINAL PASSAGE",102,98,0,1,201
1755754,1315220,2023-05-01,House,"House Labor And Industry: Adopt Amendment A00371",9,12,0,0,21
1755754,1315221,2023-05-01,House,"House Labor And Industry: Report Bill As Committed",12,9,0,0,21
1755754,1316480,2023-05-02,House,"House Floor: HB 950 PN 937, 2023 A408",101,100,0,0,201
1755754,1316481,2023-05-02,House,"House Floor: HB 950 PN 937, 2023 A405, MOTION TO APPEAL RULING OF THE CHAIR",101,100,0,0,201
1755754,1316482,2023-05-02,House,"House Floor: HB 950 PN 937, MOTION TO RECOMMIT",100,101,0,0,201
1755754,1316483,2023-05-02,House,"House Floor: HB 950 PN 937, 2023 A388",89,112,0,0,201
1755754,1317430,2023-05-03,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1755754,1317714,2023-05-03,House,"House Floor: HB 950 PN 1136, FINAL PASSAGE",102,99,0,0,201
1755778,1356706,2023-10-31,House,"House Judiciary: Report Bill As Committed",15,10,0,0,25
1755883,1354966,2023-09-19,Senate,"Senate Transportation: Reported as Committed",14,0,0,0,14
1755883,1357458,2023-11-13,Senate,"Senate Appropriations: Re-Reported as Committed",23,1,0,0,24
1755883,1362263,2023-12-11,Senate,"Senate Floor: SB 597 PN 592, Final Passage",48,0,0,2,50
1755883,1362264,2023-12-11,Senate,"Senate Floor: SB 597 PN 592, Final Passage-Reconsidered",47,1,0,2,50
1755897,1355551,2023-10-03,Senate,"Senate Judiciary: Reported as Amended",9,5,0,0,14
1755897,1355552,2023-10-03,Senate,"Senate Judiciary: Adopt Amendment A02198",10,4,0,0,14
1755897,1357654,2023-11-14,Senate,"Senate Floor: SB 596 PN 1146, 2023 A2983, SANTARSIERO Amendment No. A-2983",46,4,0,0,50
1755897,1357655,2023-11-14,Senate,"Senate Appropriations: Re-Reported as Committed",18,6,0,0,24
1755897,1357668,2023-11-15,Senate,"Senate Floor: SB 596 PN 1232, Final Passage",46,4,0,0,50
1755897,1362109,2023-12-08,House,"House Judiciary: Adopt Amendment A03141",14,11,0,0,25
1755897,1362110,2023-12-08,House,"House Judiciary: Report Bill As Amended",14,11,0,0,25
1755897,1362443,2023-12-12,House,"House Floor: SB 596 PN 1266, 2023 A3215",192,11,0,0,203
1755897,1362444,2023-12-12,House,"House Floor: SB 596 PN 1266, 2023 A3221",140,63,0,0,203
1755897,1362542,2023-12-13,House,"House Floor: SB 596 PN 1284, FINAL PASSAGE",179,24,0,0,203
1755897,1362543,2023-12-13,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1755897,1362652,2023-12-13,Senate,"Senate Floor: SB 596 PN 1284, Concur in House Amendments",45,5,0,0,50
1755897,1362653,2023-12-13,Senate,"Senate Rules And Executive Nominations: Re-Reported as Committed",15,2,0,0,17
1755926,1309442,2023-04-25,Senate,"Senate Judiciary: Reported as Amended",14,0,0,0,14
1755926,1317636,2023-05-03,Senate,"Senate Floor: SB 598 PN 636, Final Passage",49,0,0,1,50
1755926,1321396,2023-05-09,Senate,"Senate Floor: SB 598 PN 721, Motion to Reconsider on Final Passage",49,0,0,1,50
1755926,1339520,2023-04-25,Senate,"Senate Judiciary: Adopt Amendment A00322",14,0,0,0,14
1755926,1355232,2023-09-27,House,"House Judiciary: Re-report Bill As Committed",25,0,0,0,25
1755942,1362686,2023-12-13,House,"House Local Government: Report Bill As Amended",22,3,0,0,25
1755942,1362687,2023-12-13,House,"House Local Government: Adopt Amendment A03267",25,0,0,0,25
1755942,1362688,2023-12-13,House,"House Local Government: Adopt Amendment A03120",25,0,0,0,25
1755954,1345220,2023-06-20,House,"House Transportation: Re-refer Bill To Another Committee",21,0,0,0,21
1755954,1468169,2024-10-07,House,"House Liquor Control: Report Bill As Committed",25,0,0,0,25
1756013,1309667,2023-04-25,House,"House Agriculture And Rural Affairs: Report Bill As Committed",21,0,0,0,21
1756013,1329673,2023-05-22,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1756013,1330136,2023-05-22,House,"House Floor: HB 953 PN 950, FINAL PASSAGE",200,1,0,0,201
1756377,1339223,2023-06-06,House,"House Finance: Re-refer Bill To Another Committee",21,0,0,0,21
1756377,1411002,2024-03-19,House,"House Children And Youth: Re-refer Bill To Another Committee",25,0,0,0,25
1756427,1355825,2023-10-04,House,"House Children And Youth: Adopt Amendment A02131",24,0,1,0,25
1756427,1355826,2023-10-04,House,"House Children And Youth: Report Bill As Amended",14,10,1,0,25
1756478,1331690,2023-05-23,House,"House Environmental Resources And Energy: Adopt Amendment A00639",12,9,0,0,21
1756478,1331691,2023-05-23,House,"House Environmental Resources And Energy: Report Bill As Amended A00639",12,9,0,0,21
1756542,1415197,2024-03-26,House,"House Children And Youth: Report Bill As Amended A03642",13,11,1,0,25
1756542,1415198,2024-03-26,House,"House Children And Youth: Report Bill As Committed",14,11,0,0,25
1756581,1330682,2023-05-23,House,"House Consumer Protection, Technology And Utilities: Adopt Amendment A00555",21,0,0,0,21
1756581,1330683,2023-05-23,House,"House Consumer Protection, Technology And Utilities: Report Bill As Amended",20,1,0,0,21
1756615,1355744,2023-10-04,House,"House Children And Youth: Adopt Amendment A02114",14,10,1,0,25
1756615,1355745,2023-10-04,House,"House Children And Youth: Report Bill As Amended",13,11,1,0,25
1756634,1346810,2023-06-22,Senate,"Senate Appropriations: Reported as Committed",15,9,0,0,24
1756687,1362320,2023-12-12,House,"House State Government: Adopt Amendment A03069",25,0,0,0,25
1756687,1362321,2023-12-12,House,"House State Government: Report Bill As Amended",25,0,0,0,25
1756687,1410201,2024-03-18,House,"House Floor: HB 974 PN 2412, 2023 A3327",100,101,0,1,202
1756687,1410202,2024-03-18,House,"House Floor: HB 974 PN 2412, 2023 A3334",99,102,0,1,202
1756687,1410203,2024-03-18,House,"House Floor: HB 974 PN 2412, 2023 A3318",201,0,0,1,202
1756687,1411071,2024-03-19,House,"House Floor: HB 974 PN 2733, FINAL PASSAGE",201,0,0,1,202
1756687,1411072,2024-03-19,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1756737,1330316,2023-05-23,House,"House Labor And Industry: Adopt Amendment A00548",21,0,0,0,21
1756737,1330317,2023-05-23,House,"House Labor And Industry: Report Bill As Amended",12,9,0,0,21
1756737,1330318,2023-05-23,House,"House Labor And Industry: Adopt Amendment A00564",9,12,0,0,21
1756737,1343600,2023-06-13,House,"House Floor: HB 967 PN 1298, 2023 A681",193,10,0,0,203
1756737,1343938,2023-06-14,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1756737,1345402,2023-06-20,House,"House Floor: HB 967 PN 1565, FINAL PASSAGE",108,95,0,0,203
1757091,1356104,2023-10-17,House,"House State Government: Report Bill As Amended",13,12,0,0,25
1757091,1356105,2023-10-17,House,"House State Government: Adopt Amendment A02571",14,11,0,0,25
1757091,1468777,2024-10-21,House,"House Floor: HB 976 PN 2157, 2023 A6002",112,90,0,1,203
1757091,1468778,2024-10-21,House,"House Floor: HB 976 PN 2157, 2023 A6003",111,91,0,1,203
1757204,1468063,2024-10-02,House,"House Judiciary: Adopt Amendment A05008",25,0,0,0,25
1757204,1468064,2024-10-02,House,"House Judiciary: Report Bill As Amended",20,5,0,0,25
1757240,1356102,2023-10-17,House,"House State Government: Report Bill As Amended",14,11,0,0,25
1757240,1356103,2023-10-17,House,"House State Government: Adopt Amendment A02572",14,11,0,0,25
1757254,1355713,2023-10-04,Senate,"Senate Labor And Industry: Reported as Amended",10,1,0,0,11
1757254,1355714,2023-10-04,Senate,"Senate Labor And Industry: Adopt Amendment A02367",9,2,0,0,11
1757301,1308201,2023-04-24,House,"House Education: Adopt Amendment A00273",21,0,0,0,21
1757301,1308202,2023-04-24,House,"House Education: Report Bill As Amended",12,9,0,0,21
1757301,1315491,2023-05-01,House,"House Floor: HB 141 PN 966, FINAL PASSAGE",120,81,0,0,201
1757301,1315492,2023-05-01,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1757474,1309405,2023-04-25,Senate,"Senate Judiciary: Reported as Committed",14,0,0,0,14
1757474,1315921,2023-05-01,Senate,"Senate Floor: SB 645 PN 618, 2023 A355, HUGHES Amendment No. A-355",47,3,0,0,50
1757474,1436027,2024-04-29,Senate,"Senate Appropriations: Re-Reported as Committed",22,2,0,0,24
1757474,1460868,2024-06-26,Senate,"Senate Floor: SB 645 PN 686, 2023 A5135, LAUGHLIN Amendment No. A-5135",50,0,0,0,50
1757474,1460988,2024-06-27,Senate,"Senate Floor: SB 645 PN 1789, Final Passage",42,7,0,1,50
1757474,1461299,2024-06-27,House,"House Housing And Community Development: Report Bill As Committed",14,9,2,0,25
1757474,1461894,2024-07-01,House,"House Floor: SB 645 PN 1789, FINAL PASSAGE",102,100,0,1,203
1757474,1461895,2024-07-01,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1757726,1356207,2023-10-18,Senate,"Senate Education: Reported as Amended",7,4,0,0,11
1757726,1356208,2023-10-18,Senate,"Senate Education: Adopt Amendment A02607",7,4,0,0,11
1757726,1356406,2023-10-24,Senate,"Senate Appropriations: Re-Reported as Committed",15,9,0,0,24
1757726,1356456,2023-10-24,Senate,"Senate Floor: SB 7 PN 1174, 2023 A-2667, Motion to Table CAPPELLETTI Amendment No. A-2667",28,22,0,0,50
1757726,1356457,2023-10-24,Senate,"Senate Floor: SB 7 PN 1174, 2023 A-2667, Final Passage",29,21,0,0,50
1758084,1316069,2023-05-02,Senate,"Senate Education: Reported as Amended",10,1,0,0,11
1758084,1316070,2023-05-02,Senate,"Senate Education: Adopt Amendment A00390",11,0,0,0,11
1758084,1320275,2023-05-08,Senate,"Senate Appropriations: Re-Reported as Committed",23,1,0,0,24
1758084,1321389,2023-05-09,Senate,"Senate Floor: SB 647 PN 729, Final Passage",44,5,0,1,50
1758129,1310121,2023-04-25,House,"House Education: Report Bill As Committed",21,0,0,0,21
1758129,1316909,2023-05-02,House,"House Floor: HR 84 PN 1018",201,0,0,0,201
1758190,1310870,2023-04-26,House,"House Judiciary: Report Bill As Committed",12,9,0,0,21
1758190,1317667,2023-05-03,House,"House Floor: HB 1018 PN 960, 2023 A453",119,82,0,0,201
1758190,1329884,2023-05-22,House,"House Floor: HB 1018 PN 1152, CONSTITUTIONALITY",103,98,0,0,201
1758190,1329885,2023-05-22,House,"House Floor: HB 1018 PN 1152, CONSTITUTIONALITY",103,98,0,0,201
1758190,1329886,2023-05-22,House,"House Floor: HB 1018 PN 1152, FINAL PASSAGE",102,99,0,0,201
1758190,1329887,2023-05-22,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1758219,1416319,2024-03-27,House,"House Health: Re-refer Bill To Another Committee",25,0,0,0,25
1758219,1439527,2024-05-06,House,"House Insurance: Adopt Amendment A04256",25,0,0,0,25
1758219,1439528,2024-05-06,House,"House Insurance: Re-report Bill As Amended",25,0,0,0,25
1758219,1455680,2024-06-10,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1758219,1455750,2024-06-10,House,"House Floor: HB 1021 PN 3053, FINAL PASSAGE",201,0,0,2,203
1758280,1332154,2023-05-24,House,"House Judiciary: Report Bill As Committed",12,9,0,0,21
1758280,1349867,2023-07-07,House,"House Floor: HB 1024 PN 1021, 2023 A1046, MOTION TO TABLE",102,101,0,0,203
1758280,1349868,2023-07-07,House,"House Floor: HB 1024 PN 1021, 2023 A1047",101,102,0,0,203
1758280,1349869,2023-07-07,House,"House Floor: HB 1024 PN 1021, 2023 A1057",101,102,0,0,203
1758280,1349870,2023-07-07,House,"House Floor: HB 1024 PN 1021, 2023 A1462",101,102,0,0,203
1758280,1349871,2023-07-07,House,"House Floor: HB 1024 PN 1021, 2023 A1580",102,101,0,0,203
1758280,1349872,2023-07-07,House,"House Floor: HB 1024 PN 1021, 2023 A1669",102,101,0,0,203
1758280,1349897,2023-07-07,House,"House Floor: HB 1024 PN 1021, 2023 A718, MOTION TO APPEAL RULING OF THE CHAIR",102,101,0,0,203
1758280,1356686,2023-10-30,House,"House Appropriations: Adopt Amendment A02788",22,15,0,0,37
1758280,1356687,2023-10-30,House,"House Appropriations: Re-report Bill As Amended A02788",22,15,0,0,37
1758280,1356778,2023-10-31,House,"House Floor: HB 1024 PN 2224, FINAL PASSAGE",112,90,0,1,203
1758291,1332015,2023-05-24,House,"House Judiciary: Adopt Amendment A00569",21,0,0,0,21
1758291,1332016,2023-05-24,House,"House Judiciary: Report Bill As Amended",12,9,0,0,21
1758291,1349877,2023-07-07,House,"House Floor: HB 1026 PN 1359, 2023 A1297",102,101,0,0,203
1758318,1329868,2023-05-22,House,"House Education: Re-refer Bill To Another Committee",21,0,0,0,21
1758318,1331906,2023-05-24,House,"House Judiciary: Adopt Amendment A00653",21,0,0,0,21
1758318,1331907,2023-05-24,House,"House Judiciary: Adopt Amendment A00655",21,0,0,0,21
1758318,1331908,2023-05-24,House,"House Judiciary: Report Bill As Amended",12,9,0,0,21
1758318,1349887,2023-07-07,House,"House Floor: HB 1025 PN 1358, 2023 A1560",203,0,0,0,203
1758318,1349888,2023-07-07,House,"House Floor: HB 1025 PN 1358, 2023 A1054, MOTION TO TABLE",102,101,0,0,203
1758318,1349889,2023-07-07,House,"House Floor: HB 1025 PN 1358, 2023 A1675",101,102,0,0,203
1758318,1356722,2023-10-31,House,"House Floor: HB 1025 PN 1834, FINAL PASSAGE",111,91,0,1,203
1758318,1356723,2023-10-31,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1758345,1331817,2023-05-24,House,"House Judiciary: Report Bill As Committed",12,9,0,0,21
1758345,1349890,2023-07-07,House,"House Floor: HB 1027 PN 1024, 2023 A1049, MOTION TO TABLE",102,101,0,0,203
1758345,1349891,2023-07-07,House,"House Floor: HB 1027 PN 1024, 2023 A1332",102,101,0,0,203
1758345,1349892,2023-07-07,House,"House Floor: HB 1027 PN 1024, 2023 A1579",102,101,0,0,203
1758345,1349893,2023-07-07,House,"House Floor: HB 1027 PN 1024, 2023 A1050",101,102,0,0,203
1758345,1349894,2023-07-07,House,"House Floor: HB 1027 PN 1024, 2023 A1463",101,102,0,0,203
1758345,1356695,2023-10-30,House,"House Appropriations: Adopt Amendment A02791",22,15,0,0,37
1758345,1356696,2023-10-30,House,"House Appropriations: Re-report Bill As Amended A02791",22,15,0,0,37
1758345,1356794,2023-10-31,House,"House Floor: HB 1027 PN 2225, FINAL PASSAGE",116,86,0,1,203
1758384,1310789,2023-04-26,Senate,"Senate Transportation: Adopt Amendment A00346",13,0,1,0,14
1758384,1310790,2023-04-26,Senate,"Senate Transportation: Reported as Amended",8,5,1,0,14
1758384,1315910,2023-05-01,Senate,"Senate Floor: SB 140 PN 654, 2023 A399, LANGERHOLC Amendment No. A-0399",30,20,0,0,50
1758384,1317161,2023-05-02,Senate,"Senate Floor: SB 140 PN 684, 2023 A426, HAYWOOD Amendment No. A-0426",21,29,0,0,50
1758384,1317162,2023-05-02,Senate,"Senate Floor: SB 140 PN 684, Final Passage",29,21,0,0,50
1758384,1317163,2023-05-02,Senate,"Senate Appropriations: Re-Reported as Committed",15,9,0,0,24
1758384,1317422,2023-05-02,Senate,"Senate Floor: SB 140 PN 684, 2023 A-0441, Motion to Table Hughes Amendment A-0441",28,22,0,0,50
1758384,1362207,2023-12-11,House,"House Judiciary: Report Bill As Committed",14,11,0,0,25
1758384,1362586,2023-12-13,House,"House Floor: SB 140 PN 684, FINAL PASSAGE",159,44,0,0,203
1758384,1362587,2023-12-13,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1758406,1320006,2023-05-08,Senate,"Senate Intergovernmental Operations: Reported as Committed",7,4,0,0,11
1758452,1330168,2023-05-22,House,"House Health: Report Bill As Committed",21,0,0,0,21
1758491,1317413,2023-05-03,House,"House Consumer Protection, Technology And Utilities: Report Bill As Committed",19,2,0,0,21
1758491,1331878,2023-05-24,House,"House Floor: HB 1028 PN 1025, 2023 A550",201,0,0,0,201
1758491,1331879,2023-05-24,House,"House Floor: HB 1028 PN 1025, 2023 A671",80,121,0,0,201
1758491,1331880,2023-05-24,House,"House Floor: HB 1028 PN 1025, 2023 A672",82,119,0,0,201
1758491,1331881,2023-05-24,House,"House Floor: HB 1028 PN 1025, 2023 A673",71,130,0,0,201
1758491,1331882,2023-05-24,House,"House Floor: HB 1028 PN 1025, 2023 A701, MOTION TO SUSPEND RULES",201,0,0,0,201
1758491,1331883,2023-05-24,House,"House Floor: HB 1028 PN 1025, 2023 A701",201,0,0,0,201
1758491,1339063,2023-06-05,House,"House Floor: HB 1028 PN 1361, FINAL PASSAGE",141,62,0,0,203
1758491,1340397,2023-06-05,House,"House Appropriations: Re-report Bill As Committed",28,9,0,0,37
1758685,1318477,2023-05-03,House,"House Tourism And Economic And Recreational Development: Report Bill As Committed",21,0,0,0,21
1758685,1331022,2023-05-23,House,"House Floor: HR 87 PN 1038",129,72,0,0,201
1758767,1468264,2024-10-07,House,"House Transportation: Report Bill As Amended",22,3,0,0,25
1758767,1468265,2024-10-07,House,"House Transportation: Adopt Amendment A05847",25,0,0,0,25
1758782,1317429,2023-05-03,House,"House Transportation: Report Bill As Committed",21,0,0,0,21
1758782,1339064,2023-06-05,House,"House Floor: HB 1031 PN 1047, FINAL PASSAGE",203,0,0,0,203
1758782,1340422,2023-06-05,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1758782,1345773,2023-06-20,Senate,"Senate Game And Fisheries: Reported as Committed",11,0,0,0,11
1758782,1346108,2023-06-21,Senate,"Senate Floor: HB 1031 PN 1047, motion to agree to the bill on second consideration",50,0,0,0,50
1758782,1349248,2023-06-30,Senate,"Senate Floor: HB 1031 PN 1047, Final Passage",50,0,0,0,50
1758792,1322547,2023-05-10,Senate,"Senate Transportation: Reported as Committed",14,0,0,0,14
1758792,1347076,2023-06-22,Senate,"Senate Floor: SB 655 PN 638, Motion to agree to the bill on second consideration",48,0,0,2,50
1758809,1330278,2023-05-23,House,"House Consumer Protection, Technology And Utilities: Report Bill As Committed",21,0,0,0,21
1758809,1348150,2023-06-28,House,"House Floor: HB 1032 PN 1041, 2023 A1060, MOTION TO APPEAL RULING OF THE CHAIR",102,101,0,0,203
1758809,1348151,2023-06-28,House,"House Floor: HB 1032 PN 1041, 2023 A542",203,0,0,0,203
1758809,1348152,2023-06-28,House,"House Floor: HB 1032 PN 1041, 2023 A1002",203,0,0,0,203
1758809,1348153,2023-06-28,House,"House Floor: HB 1032 PN 1041, 2023 A539",203,0,0,0,203
1758809,1348154,2023-06-28,House,"House Floor: HB 1032 PN 1041, 2023 A543",101,102,0,0,203
1758809,1348155,2023-06-28,House,"House Floor: HB 1032 PN 1041, 2023 A538, MOTION TO TABLE",102,101,0,0,203
1758809,1348767,2023-06-29,House,"House Floor: HB 1032 PN 1785, FINAL PASSAGE",134,69,0,0,203
1758809,1348768,2023-06-29,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1758809,1460215,2024-06-26,Senate,"Senate Community, Economic And Recreational Development: Adopt Amendment",14,0,0,0,14
